state_code,county_code,county_name,state_name,geo_center
13,63,Clayton,Georgia,"33 32m 30.8422s N, 84 21m 27.5553s W"
27,73,Lac qui Parle,Minnesota,"44 59m 43.7529s N, 96 10m 24.5232s W"
55,53,Jackson,Wisconsin,"44 19m 8.94159s N, 90 48m 18.6038s W"
31,17,Brown,Nebraska,"42 25m 48.0741s N, 99 55m 46.2232s W"
21,77,Gallatin,Kentucky,"38 45m 24.7488s N, 84 51m 33.5246s W"
21,17,Bourbon,Kentucky,"38 12m 24.2278s N, 84 13m 1.70384s W"
17,147,Piatt,Illinois,"40 0m 37.2699s N, 88 35m 27.9119s W"
19,101,Jefferson,Iowa,"41 1m 54.3434s N, 91 56m 55.9424s W"
29,179,Reynolds,Missouri,"37 21m 44.3756s N, 90 58m 8.6982s W"
26,159,Van Buren,Michigan,"42 17m 6.3801s N, 86 18m 23.0936s W"
47,105,Loudon,Tennessee,"35 44m 5.20516s N, 84 18m 42.7236s W"
13,129,Gordon,Georgia,"34 30m 11.4127s N, 84 52m 33.2901s W"
12,55,Highlands,Florida,"27 20m 36.167s N, 81 20m 27.7365s W"
31,157,Scotts Bluff,Nebraska,"41 51m 2.18714s N, 103 42m 28.6079s W"
16,19,Bonneville,Idaho,"43 23m 15.8726s N, 111 36m 53.1097s W"
21,87,Green,Kentucky,"37 15m 50.7939s N, 85 33m 11.1804s W"
46,137,Ziebach,South Dakota,"44 58m 49.4827s N, 101 39m 57.0904s W"
72,29,Canóvanas,Puerto Rico,"18 19m 44.3756s N, 65 53m 16.3954s W"
37,51,Cumberland,North Carolina,"35 2m 55.003s N, 78 49m 39.2188s W"
46,119,Sully,South Dakota,"44 42m 56.0305s N, 100 7m 56.084s W"
55,59,Kenosha,Wisconsin,"42 34m 42.6148s N, 87 39m 11.2257s W"
26,139,Ottawa,Michigan,"42 56m 54.7257s N, 86 25m 18.7758s W"
8,15,Chaffee,Colorado,"38 44m 48.8511s N, 106 11m 38.64s W"
38,89,Stark,North Dakota,"46 48m 38.4573s N, 102 39m 18.3196s W"
6,89,Shasta,California,"40 45m 49.5598s N, 122 2m 25.8775s W"
22,113,Vermilion,Louisiana,"29 48m 33.8015s N, 92 18m 15.4186s W"
37,193,Wilkes,North Carolina,"36 12m 22.5927s N, 81 9m 48.1884s W"
26,21,Berrien,Michigan,"41 59m 44.7997s N, 86 41m 7.51618s W"
26,119,Montmorency,Michigan,"45 1m 39.1616s N, 84 7m 37.9347s W"
17,163,St. Clair,Illinois,"38 28m 13.1557s N, 89 55m 42.2365s W"
48,137,Edwards,Texas,"29 58m 57.4786s N, 100 18m 17.0701s W"
17,65,Hamilton,Illinois,"38 4m 53.5943s N, 88 32m 20.7466s W"
56,37,Sweetwater,Wyoming,"41 39m 34.1861s N, 108 52m 45.9508s W"
5,31,Craighead,Arkansas,"35 49m 50.8393s N, 90 37m 58.2285s W"
1,121,Talladega,Alabama,"33 22m 48.2218s N, 86 9m 57.2533s W"
26,155,Shiawassee,Michigan,"42 57m 13.4419s N, 84 8m 48.232s W"
51,620,Franklin,Virginia,"36 40m 59.1294s N, 76 56m 18.9044s W"
20,189,Stevens,Kansas,"37 11m 32.3446s N, 101 18m 43.369s W"
1,3,Baldwin,Alabama,"30 39m 39.4908s N, 87 44m 59.4243s W"
13,263,Talbot,Georgia,"32 41m 58.1507s N, 84 31m 58.8366s W"
13,85,Dawson,Georgia,"34 26m 39.4731s N, 84 10m 14.2885s W"
39,135,Preble,Ohio,"39 44m 29.4974s N, 84 38m 52.8528s W"
8,89,Otero,Colorado,"37 54m 9.72621s N, 103 42m 59.2045s W"
13,97,Douglas,Georgia,"33 42m 6.58216s N, 84 46m 4.70221s W"
37,135,Orange,North Carolina,"36 3m 40.0256s N, 79 7m 14.3377s W"
36,79,Putnam,New York,"41 25m 35.9816s N, 73 44m 58.251s W"
48,93,Comanche,Texas,"31 56m 52.7212s N, 98 33m 29.7263s W"
29,186,Ste. Genevieve,Missouri,"37 53m 39.8558s N, 90 11m 39.9253s W"
31,163,Sherman,Nebraska,"41 13m 14.1261s N, 98 58m 34.3454s W"
48,491,Williamson,Texas,"30 38m 52.9494s N, 97 36m 2.74357s W"
55,73,Marathon,Wisconsin,"44 53m 53.8286s N, 89 45m 32.6121s W"
53,73,Whatcom,Washington,"48 49m 46.6171s N, 121 52m 22.1565s W"
5,9,Boone,Arkansas,"36 18m 30.9551s N, 93 5m 29.6281s W"
29,111,Lewis,Missouri,"40 5m 48.8389s N, 91 43m 19.7188s W"
40,9,Beckham,Oklahoma,"35 16m 7.33585s N, 99 40m 55.0429s W"
53,3,Asotin,Washington,"46 11m 30.4835s N, 117 12m 11.0701s W"
36,73,Orleans,New York,"43 22m 56.2168s N, 78 13m 49.5988s W"
26,137,Otsego,Michigan,"45 1m 17.1636s N, 84 35m 56.3754s W"
27,173,Yellow Medicine,Minnesota,"44 42m 58.499s N, 95 52m 6.09384s W"
21,25,Breathitt,Kentucky,"37 31m 17.8217s N, 83 19m 26.7071s W"
45,67,Marion,South Carolina,"34 4m 48.211s N, 79 21m 45.0364s W"
19,15,Boone,Iowa,"42 2m 11.4095s N, 93 55m 53.8935s W"
37,147,Pitt,North Carolina,"35 35m 35.8763s N, 77 22m 28.1876s W"
19,99,Jasper,Iowa,"41 41m 9.73987s N, 93 3m 13.5523s W"
48,287,Lee,Texas,"30 18m 38.44s N, 96 57m 56.5332s W"
6,1,Alameda,California,"37 39m 1.7749s N, 121 55m 4.79628s W"
20,193,Thomas,Kansas,"39 21m 3.48697s N, 101 3m 19.9126s W"
20,143,Ottawa,Kansas,"39 7m 57.135s N, 97 39m 0.776769s W"
47,157,Shelby,Tennessee,"35 11m 2.38081s N, 89 53m 44.1442s W"
21,85,Grayson,Kentucky,"37 27m 38.9482s N, 86 20m 37.9555s W"
56,29,Park,Wyoming,"44 31m 13.7038s N, 109 35m 16.6382s W"
19,19,Buchanan,Iowa,"42 28m 14.8217s N, 91 50m 16.2317s W"
27,69,Kittson,Minnesota,"48 46m 35.8664s N, 96 46m 58.2385s W"
29,141,Morgan,Missouri,"38 25m 25.4625s N, 92 53m 9.5444s W"
47,7,Bledsoe,Tennessee,"35 35m 47.1127s N, 85 12m 18.5583s W"
13,175,Laurens,Georgia,"32 27m 49.1637s N, 82 55m 20.0581s W"
36,61,New York,New York,"40 46m 26.9827s N, 73 58m 11.2696s W"
5,39,Dallas,Arkansas,"33 58m 11.3921s N, 92 39m 15.9847s W"
51,630,Fredericksburg,Virginia,"38 17m 57.0934s N, 77 29m 13.7417s W"
48,125,Dickens,Texas,"33 36m 59.8036s N, 100 46m 43.8983s W"
55,91,Pepin,Wisconsin,"44 34m 58.4995s N, 92 0m 5.57887s W"
20,97,Kiowa,Kansas,"37 33m 29.7501s N, 99 17m 9.77137s W"
48,233,Hutchinson,Texas,"35 50m 24.0935s N, 101 21m 16.9178s W"
48,465,Val Verde,Texas,"29 53m 34.6565s N, 101 9m 6.17471s W"
55,49,Iowa,Wisconsin,"43 0m 1.70802s N, 90 8m 7.38247s W"
12,1,Alachua,Florida,"29 40m 29.118s N, 82 21m 27.7256s W"
42,17,Bucks,Pennsylvania,"40 20m 13.0138s N, 75 6m 24.7443s W"
30,35,Glacier,Montana,"48 42m 18.1216s N, 112 59m 40.9521s W"
12,113,Santa Rosa,Florida,"30 41m 34.4545s N, 87 1m 6.41816s W"
21,203,Rockcastle,Kentucky,"37 21m 54.6414s N, 84 18m 57.3893s W"
18,103,Miami,Indiana,"40 46m 10.2144s N, 86 2m 42.0831s W"
21,149,McLean,Kentucky,"37 31m 45.0838s N, 87 15m 48.9753s W"
41,59,Umatilla,Oregon,"45 35m 31.1179s N, 118 44m 12.4256s W"
46,102,Oglala Lakota,South Dakota,"43 20m 8.08963s N, 102 33m 5.82267s W"
12,61,Indian River,Florida,"27 41m 47.007s N, 80 34m 26.7226s W"
42,103,Pike,Pennsylvania,"41 19m 55.1551s N, 75 2m 1.78432s W"
20,163,Rooks,Kansas,"39 21m 0.823515s N, 99 19m 30.2056s W"
13,117,Forsyth,Georgia,"34 13m 31.967s N, 84 7m 30.0626s W"
46,111,Sanborn,South Dakota,"44 1m 24.4018s N, 98 5m 28.9502s W"
40,51,Grady,Oklahoma,"35 1m 0.973528s N, 97 53m 2.8327s W"
55,78,Menominee,Wisconsin,"45 0m 15.7219s N, 88 42m 36.0211s W"
35,61,Valencia,New Mexico,"34 42m 55.6489s N, 106 48m 32.6245s W"
55,29,Door,Wisconsin,"45 1m 57.4671s N, 87 1m 44.2454s W"
29,29,Camden,Missouri,"38 1m 37.3248s N, 92 45m 57.7687s W"
40,47,Garfield,Oklahoma,"36 22m 44.6213s N, 97 46m 57.802s W"
26,91,Lenawee,Michigan,"41 53m 42.3015s N, 84 3m 58.9203s W"
48,11,Armstrong,Texas,"34 57m 53.7321s N, 101 21m 26.6556s W"
1,91,Marengo,Alabama,"32 14m 51.4083s N, 87 47m 22.2695s W"
1,49,DeKalb,Alabama,"34 27m 35.1826s N, 85 48m 14.9135s W"
50,11,Franklin,Vermont,"44 51m 27.0504s N, 72 54m 43.2956s W"
48,391,Refugio,Texas,"28 19m 17.6711s N, 97 9m 34.2773s W"
19,53,Decatur,Iowa,"40 44m 15.6578s N, 93 47m 10.6131s W"
21,61,Edmonson,Kentucky,"37 12m 31.8247s N, 86 14m 19.0325s W"
24,1,Allegany,Maryland,"39 37m 17.3036s N, 78 41m 51.1388s W"
18,117,Orange,Indiana,"38 32m 30.404s N, 86 29m 42.2494s W"
19,151,Pocahontas,Iowa,"42 44m 2.8864s N, 94 40m 43.4878s W"
5,19,Clark,Arkansas,"34 3m 3.44111s N, 93 10m 34.923s W"
48,413,Schleicher,Texas,"30 53m 50.8294s N, 100 32m 18.7658s W"
20,151,Pratt,Kansas,"37 38m 51.8472s N, 98 44m 22.5446s W"
51,97,King and Queen,Virginia,"37 43m 7.08994s N, 76 53m 43.0169s W"
17,35,Cumberland,Illinois,"39 16m 24.0486s N, 88 14m 24.7134s W"
18,143,Scott,Indiana,"38 41m 6.25183s N, 85 44m 50.8852s W"
40,101,Muskogee,Oklahoma,"35 36m 58.1006s N, 95 22m 46.1057s W"
48,367,Parker,Texas,"32 46m 39.5249s N, 97 48m 18.348s W"
13,183,Long,Georgia,"31 45m 9.30539s N, 81 44m 44.7611s W"
26,149,St. Joseph,Michigan,"41 54m 51.8913s N, 85 31m 39.8808s W"
34,39,Union,New Jersey,"40 39m 35.6379s N, 74 18m 29.3091s W"
36,27,Dutchess,New York,"41 45m 54.5308s N, 73 44m 34.307s W"
56,17,Hot Springs,Wyoming,"43 43m 8.14439s N, 108 26m 31.5497s W"
48,333,Mills,Texas,"31 29m 42.6983s N, 98 35m 43.6563s W"
48,403,Sabine,Texas,"31 20m 35.5195s N, 93 51m 6.48869s W"
55,123,Vernon,Wisconsin,"43 35m 37.903s N, 90 50m 3.77662s W"
40,97,Mayes,Oklahoma,"36 18m 6.87564s N, 95 13m 51.0456s W"
16,13,Blaine,Idaho,"43 24m 42.986s N, 113 58m 48.5313s W"
8,31,Denver,Colorado,"39 45m 43.7927s N, 104 52m 32.8851s W"
37,5,Alleghany,North Carolina,"36 29m 28.5736s N, 81 7m 40.2936s W"
40,33,Cotton,Oklahoma,"34 17m 24.8322s N, 98 22m 20.0757s W"
29,221,Washington,Missouri,"37 57m 42.0621s N, 90 52m 38.7282s W"
17,1,Adams,Illinois,"39 59m 16.4589s N, 91 11m 18.5717s W"
45,31,Darlington,South Carolina,"34 19m 57.025s N, 79 57m 27.7916s W"
55,137,Waushara,Wisconsin,"44 6m 47.2331s N, 89 14m 34.3643s W"
2,110,Juneau,Alaska,"58 26m 38.1666s N, 134 13m 49.2211s W"
31,45,Dawes,Nebraska,"42 43m 11s N, 103 8m 7.5773s W"
26,129,Ogemaw,Michigan,"44 20m 5.78133s N, 84 7m 35.0892s W"
48,131,Duval,Texas,"27 40m 52.7988s N, 98 30m 32.0618s W"
55,65,Lafayette,Wisconsin,"42 39m 37.7977s N, 90 7m 54.1992s W"
1,93,Marion,Alabama,"34 8m 11.5789s N, 87 53m 13.6981s W"
21,95,Harlan,Kentucky,"36 51m 25.1082s N, 83 13m 4.62374s W"
51,37,Charlotte,Virginia,"37 0m 41.8344s N, 78 39m 41.9169s W"
38,103,Wells,North Dakota,"47 35m 15.0824s N, 99 39m 39.2778s W"
39,41,Delaware,Ohio,"40 16m 42.2176s N, 83 0m 17.5873s W"
48,65,Carson,Texas,"35 24m 12.6283s N, 101 21m 15.0589s W"
13,33,Burke,Georgia,"33 3m 40.1526s N, 82 0m 2.81215s W"
16,67,Minidoka,Idaho,"42 51m 15.335s N, 113 38m 14.8625s W"
21,59,Daviess,Kentucky,"37 43m 54.381s N, 87 5m 14.0169s W"
29,149,Oregon,Missouri,"36 41m 12.1771s N, 91 24m 11.8619s W"
26,127,Oceana,Michigan,"43 38m 40.6217s N, 86 34m 54.3792s W"
1,11,Bullock,Alabama,"32 6m 1.99519s N, 85 42m 56.51s W"
36,23,Cortland,New York,"42 35m 42.0257s N, 76 4m 12.9609s W"
42,29,Chester,Pennsylvania,"39 58m 23.3091s N, 75 44m 54.4352s W"
24,33,Prince George's,Maryland,"38 49m 46.2549s N, 76 50m 50.2527s W"
39,99,Mahoning,Ohio,"41 0m 52.7044s N, 80 46m 34.6622s W"
36,85,Richmond,New York,"40 33m 44.3813s N, 74 8m 17.783s W"
27,77,Lake of the Woods,Minnesota,"48 46m 16.5251s N, 94 54m 16.3737s W"
55,121,Trempealeau,Wisconsin,"44 18m 14.2293s N, 91 21m 30.4256s W"
20,107,Linn,Kansas,"38 12m 44.1788s N, 94 50m 34.5551s W"
5,13,Calhoun,Arkansas,"33 33m 28.923s N, 92 30m 10.959s W"
8,91,Ouray,Colorado,"38 9m 19.7898s N, 107 46m 9.54055s W"
47,125,Montgomery,Tennessee,"36 29m 48.6891s N, 87 22m 58.3935s W"
38,55,McLean,North Dakota,"47 36m 25.0231s N, 101 19m 18.4944s W"
1,47,Dallas,Alabama,"32 19m 33.5054s N, 87 6m 23.3148s W"
37,195,Wilson,North Carolina,"35 42m 18.5246s N, 77 55m 7.18664s W"
47,79,Henry,Tennessee,"36 19m 54.6153s N, 88 18m 4.36885s W"
18,53,Grant,Indiana,"40 30m 57.0405s N, 85 39m 17.0133s W"
13,257,Stephens,Georgia,"34 33m 14.1967s N, 83 17m 36.3607s W"
48,97,Cooke,Texas,"33 38m 21.1213s N, 97 12m 45.4541s W"
12,71,Lee,Florida,"26 34m 32.4828s N, 81 54m 55.6298s W"
51,171,Shenandoah,Virginia,"38 51m 29.8959s N, 78 34m 15.066s W"
21,107,Hopkins,Kentucky,"37 18m 31.7525s N, 87 32m 27.0317s W"
4,9,Graham,Arizona,"32 55m 57.5857s N, 109 53m 14.8259s W"
30,109,Wibaux,Montana,"46 57m 55.1871s N, 104 14m 56.1983s W"
13,315,Wilcox,Georgia,"31 58m 22.4155s N, 83 25m 56.5097s W"
16,75,Payette,Idaho,"44 0m 24.3299s N, 116 45m 39.0434s W"
48,95,Concho,Texas,"31 19m 35.3882s N, 99 51m 50.2644s W"
47,131,Obion,Tennessee,"36 21m 29.6376s N, 89 8m 55.6771s W"
27,31,Cook,Minnesota,"47 43m 35.9805s N, 90 23m 9.50598s W"
30,9,Carbon,Montana,"45 13m 38.5886s N, 109 1m 40.8572s W"
55,13,Burnett,Wisconsin,"45 51m 45.7829s N, 92 22m 3.23461s W"
37,141,Pender,North Carolina,"34 30m 54.3591s N, 77 53m 18.3681s W"
9,1,Fairfield,Connecticut,"41 13m 29.8563s N, 73 22m 16.3366s W"
51,710,Norfolk,Virginia,"36 55m 24.0245s N, 76 14m 44.2813s W"
56,45,Weston,Wyoming,"43 50m 25.7462s N, 104 34m 4.18817s W"
13,161,Jeff Davis,Georgia,"31 48m 20.1448s N, 82 38m 12.9872s W"
48,315,Marion,Texas,"32 47m 52.7344s N, 94 21m 25.9999s W"
18,75,Jay,Indiana,"40 26m 16.5061s N, 85 0m 20.2872s W"
54,89,Summers,West Virginia,"37 39m 21.1404s N, 80 51m 30.8625s W"
1,79,Lawrence,Alabama,"34 31m 17.9473s N, 87 18m 39.7602s W"
48,421,Sherman,Texas,"36 16m 39.6007s N, 101 53m 36.4812s W"
29,113,Lincoln,Missouri,"39 3m 28.8695s N, 90 57m 36.1634s W"
48,13,Atascosa,Texas,"28 53m 36.6899s N, 98 31m 37.6762s W"
13,219,Oconee,Georgia,"33 50m 5.78503s N, 83 26m 13.3972s W"
12,79,Madison,Florida,"30 26m 38.9149s N, 83 28m 12.4422s W"
31,159,Seward,Nebraska,"40 52m 20.589s N, 97 8m 22.235s W"
39,19,Carroll,Ohio,"40 34m 46.5296s N, 81 5m 22.9798s W"
22,91,St. Helena,Louisiana,"30 49m 19.111s N, 90 42m 37.153s W"
55,139,Winnebago,Wisconsin,"44 4m 7.95682s N, 88 38m 40.7715s W"
30,21,Dawson,Montana,"47 15m 58.9634s N, 104 53m 58.2392s W"
4,1,Apache,Arizona,"35 23m 43.829s N, 109 29m 19.7833s W"
13,253,Seminole,Georgia,"30 56m 19.6006s N, 84 52m 7.9324s W"
48,171,Gillespie,Texas,"30 19m 4.99729s N, 98 56m 47.3281s W"
51,99,King George,Virginia,"38 16m 25.4189s N, 77 9m 23.2297s W"
42,75,Lebanon,Pennsylvania,"40 22m 2.03326s N, 76 27m 27.7659s W"
29,57,Dade,Missouri,"37 25m 55.3532s N, 93 51m 1.03808s W"
39,105,Meigs,Ohio,"39 4m 56.0671s N, 82 1m 22.4418s W"
40,99,Murray,Oklahoma,"34 28m 56.331s N, 97 4m 4.46181s W"
10,1,Kent,Delaware,"39 5m 45.4363s N, 75 30m 16.6093s W"
30,81,Ravalli,Montana,"46 4m 54.0266s N, 114 7m 14.732s W"
20,117,Marshall,Kansas,"39 47m 1.0538s N, 96 31m 22.5723s W"
30,105,Valley,Montana,"48 21m 55.2754s N, 106 40m 2.79253s W"
51,187,Warren,Virginia,"38 54m 31.1326s N, 78 12m 30.4537s W"
18,41,Fayette,Indiana,"39 38m 24.201s N, 85 10m 43.4099s W"
31,81,Hamilton,Nebraska,"40 52m 22.9181s N, 98 1m 22.3151s W"
13,207,Monroe,Georgia,"33 0m 50.0301s N, 83 55m 7.25571s W"
47,53,Gibson,Tennessee,"35 59m 47.8008s N, 88 55m 57.4493s W"
51,149,Prince George,Virginia,"37 11m 11.4349s N, 77 13m 26.9479s W"
38,27,Eddy,North Dakota,"47 43m 3.37056s N, 98 54m 5.92807s W"
53,53,Pierce,Washington,"47 2m 15.3796s N, 122 8m 14.0021s W"
40,25,Cimarron,Oklahoma,"36 44m 53.8984s N, 102 31m 3.80528s W"
31,125,Nance,Nebraska,"41 23m 50.2881s N, 97 59m 32.1033s W"
6,21,Glenn,California,"39 35m 54.2572s N, 122 23m 31.9445s W"
33,1,Belknap,New Hampshire,"43 31m 4.68828s N, 71 25m 21.697s W"
51,159,Richmond,Virginia,"37 56m 13.4126s N, 76 43m 46.8742s W"
5,57,Hempstead,Arkansas,"33 44m 7.09652s N, 93 40m 6.39535s W"
46,99,Minnehaha,South Dakota,"43 40m 27.0416s N, 96 47m 29.1714s W"
26,35,Clare,Michigan,"43 59m 16.4107s N, 84 50m 52.2987s W"
34,37,Sussex,New Jersey,"41 8m 21.469s N, 74 41m 26.8825s W"
36,91,Saratoga,New York,"43 6m 26.5723s N, 73 51m 50.0564s W"
49,13,Duchesne,Utah,"40 17m 53.6724s N, 110 25m 30.6641s W"
38,71,Ramsey,North Dakota,"48 16m 8.19488s N, 98 43m 12.3782s W"
47,61,Grundy,Tennessee,"35 23m 18.1201s N, 85 43m 21.2966s W"
51,27,Buchanan,Virginia,"37 15m 59.8162s N, 82 2m 9.65277s W"
22,49,Jackson,Louisiana,"32 18m 7.32573s N, 92 33m 27.8644s W"
38,21,Dickey,North Dakota,"46 6m 36.4504s N, 98 30m 16.9357s W"
29,5,Atchison,Missouri,"40 25m 51.0513s N, 95 25m 41.1365s W"
48,45,Briscoe,Texas,"34 31m 48.9508s N, 101 12m 30.9359s W"
40,15,Caddo,Oklahoma,"35 10m 27.8617s N, 98 22m 30.5695s W"
36,41,Hamilton,New York,"43 39m 40.0379s N, 74 29m 50.4785s W"
29,37,Cass,Missouri,"38 38m 49.1224s N, 94 21m 17.3387s W"
51,29,Buckingham,Virginia,"37 34m 19.9479s N, 78 31m 43.3464s W"
37,29,Camden,North Carolina,"36 20m 28.0378s N, 76 9m 39.4215s W"
8,13,Boulder,Colorado,"40 5m 32.8552s N, 105 21m 27.7404s W"
12,109,St. Johns,Florida,"29 54m 43.8522s N, 81 24m 35.5921s W"
29,79,Grundy,Missouri,"40 6m 50.1371s N, 93 33m 55.2175s W"
47,75,Haywood,Tennessee,"35 34m 59.5986s N, 89 17m 1.80887s W"
26,95,Luce,Michigan,"46 42m 50.4614s N, 85 33m 50.8279s W"
33,19,Sullivan,New Hampshire,"43 21m 40.5889s N, 72 13m 20.0257s W"
13,141,Hancock,Georgia,"33 16m 13.5336s N, 83 0m 2.47281s W"
54,29,Hancock,West Virginia,"40 31m 18.6763s N, 80 34m 26.012s W"
72,3,Aguada,Puerto Rico,"18 22m 34.6404s N, 67 11m 12.2238s W"
29,139,Montgomery,Missouri,"38 56m 29.3678s N, 91 28m 12.7517s W"
48,473,Waller,Texas,"30 0m 38.8984s N, 95 59m 15.552s W"
5,105,Perry,Arkansas,"34 56m 50.5455s N, 92 55m 53.2917s W"
69,120,Tinian,Northern Mariana Islands,"14 56m 47.5059s N, 145 36m 17.4437s E"
20,29,Cloud,Kansas,"39 28m 49.0708s N, 97 38m 57.4149s W"
17,39,De Witt,Illinois,"40 10m 28.6656s N, 88 54m 14.7193s W"
54,27,Hampshire,West Virginia,"39 19m 1.43507s N, 78 36m 51.0066s W"
48,445,Terry,Texas,"33 10m 25.7256s N, 102 20m 6.70758s W"
45,7,Anderson,South Carolina,"34 31m 9.41092s N, 82 38m 15.9034s W"
28,39,George,Mississippi,"30 51m 45.3846s N, 88 38m 38.5246s W"
17,85,Jo Daviess,Illinois,"42 21m 56.9455s N, 90 12m 45.3427s W"
48,469,Victoria,Texas,"28 47m 46.8654s N, 96 58m 17.491s W"
18,135,Randolph,Indiana,"40 9m 27.5024s N, 85 0m 40.7175s W"
29,59,Dallas,Missouri,"37 40m 49.4634s N, 93 1m 25.1594s W"
21,81,Grant,Kentucky,"38 38m 55.736s N, 84 37m 28.6082s W"
13,39,Camden,Georgia,"30 55m 20.9579s N, 81 38m 10.9858s W"
38,17,Cass,North Dakota,"46 55m 58.6714s N, 97 14m 52.8756s W"
46,33,Custer,South Dakota,"43 40m 39.4844s N, 103 27m 5.60148s W"
38,61,Mountrail,North Dakota,"48 12m 4.79579s N, 102 21m 20.4043s W"
2,50,Bethel,Alaska,"60 50m 56.7252s N, 160 11m 42.9647s W"
29,227,Worth,Missouri,"40 28m 44.8921s N, 94 25m 19.568s W"
56,25,Natrona,Wyoming,"42 57m 44.0656s N, 106 47m 54.5777s W"
19,131,Mitchell,Iowa,"43 21m 23.0845s N, 92 47m 20.5132s W"
22,25,Catahoula,Louisiana,"31 39m 58.2064s N, 91 50m 49.4578s W"
16,59,Lemhi,Idaho,"44 56m 35.706s N, 113 55m 59.7059s W"
28,29,Copiah,Mississippi,"31 52m 9.25464s N, 90 26m 55.6752s W"
2,60,Bristol Bay,Alaska,"58 43m 59.7218s N, 156 58m 51.6549s W"
49,31,Piute,Utah,"38 20m 11.8337s N, 112 7m 37.8715s W"
21,43,Carter,Kentucky,"38 19m 5.42222s N, 83 2m 58.3218s W"
26,49,Genesee,Michigan,"43 1m 18.2025s N, 83 42m 24.1598s W"
22,7,Assumption,Louisiana,"29 54m 2.78019s N, 91 3m 45.3127s W"
5,97,Montgomery,Arkansas,"34 32m 19.6693s N, 93 39m 34.3906s W"
13,179,Liberty,Georgia,"31 48m 26.0239s N, 81 27m 22.5205s W"
40,141,Tillman,Oklahoma,"34 22m 22.2694s N, 98 55m 27.2721s W"
18,35,Delaware,Indiana,"40 13m 39.0911s N, 85 23m 48.8375s W"
72,63,Gurabo,Puerto Rico,"18 15m 59.0809s N, 65 58m 45.3691s W"
21,145,McCracken,Kentucky,"37 3m 14.6855s N, 88 42m 45.7893s W"
22,117,Washington,Louisiana,"30 51m 12.0359s N, 90 2m 25.8968s W"
17,183,Vermilion,Illinois,"40 11m 0.245836s N, 87 43m 58.1348s W"
22,85,Sabine,Louisiana,"31 33m 50.4467s N, 93 33m 16.9087s W"
48,373,Polk,Texas,"30 47m 33.7912s N, 94 49m 48.0895s W"
36,123,Yates,New York,"42 38m 0.392525s N, 77 6m 19.6519s W"
53,33,King,Washington,"47 29m 27.3235s N, 121 50m 9.42623s W"
41,17,Deschutes,Oregon,"43 54m 54.0353s N, 121 13m 41.3105s W"
36,107,Tioga,New York,"42 10m 13.0709s N, 76 18m 22.7404s W"
46,83,Lincoln,South Dakota,"43 16m 44.1197s N, 96 43m 18.5674s W"
18,147,Spencer,Indiana,"38 0m 50.6123s N, 87 0m 27.7413s W"
48,389,Reeves,Texas,"31 19m 23.4702s N, 103 41m 35.4022s W"
12,91,Okaloosa,Florida,"30 39m 54.107s N, 86 35m 31.8303s W"
37,121,Mitchell,North Carolina,"36 0m 47.534s N, 82 9m 48.8936s W"
40,67,Jefferson,Oklahoma,"34 6m 39.6104s N, 97 50m 8.84879s W"
5,145,White,Arkansas,"35 15m 22.5912s N, 91 44m 43.9702s W"
26,117,Montcalm,Michigan,"43 18m 39.383s N, 85 9m 8.932s W"
12,21,Collier,Florida,"26 5m 57.2604s N, 81 22m 51.503s W"
50,5,Caledonia,Vermont,"44 27m 52.9082s N, 72 6m 7.99628s W"
48,85,Collin,Texas,"33 11m 16.5381s N, 96 34m 20.6547s W"
12,115,Sarasota,Florida,"27 10m 56.9201s N, 82 21m 53.9047s W"
26,31,Cheboygan,Michigan,"45 28m 22.5855s N, 84 29m 31.4319s W"
18,153,Sullivan,Indiana,"39 5m 19.8049s N, 87 24m 52.8854s W"
51,135,Nottoway,Virginia,"37 8m 35.0255s N, 78 3m 4.54942s W"
1,75,Lamar,Alabama,"33 46m 45.1409s N, 88 5m 48.8359s W"
29,35,Carter,Missouri,"36 56m 28.5793s N, 90 57m 44.3175s W"
22,95,St. John the Baptist,Louisiana,"30 7m 35.2569s N, 90 28m 15.1809s W"
26,45,Eaton,Michigan,"42 35m 45.8512s N, 84 50m 17.9334s W"
2,282,Yakutat,Alaska,"59 51m 47.5474s N, 140 22m 51.667s W"
31,83,Harlan,Nebraska,"40 10m 35.3847s N, 99 24m 16.7187s W"
29,61,Daviess,Missouri,"39 57m 38.682s N, 93 59m 7.68198s W"
39,97,Madison,Ohio,"39 53m 38.5073s N, 83 24m 0.71578s W"
50,7,Chittenden,Vermont,"44 27m 39.5301s N, 73 4m 51.3141s W"
15,9,Maui,Hawaii,"20 52m 3.84747s N, 156 37m 1.41168s W"
20,31,Coffey,Kansas,"38 14m 12.6166s N, 95 44m 2.80241s W"
40,53,Grant,Oklahoma,"36 47m 46.1182s N, 97 47m 10.0468s W"
13,205,Mitchell,Georgia,"31 13m 31.1509s N, 84 11m 39.5118s W"
51,680,Lynchburg,Virginia,"37 24m 1.02548s N, 79 11m 27.0827s W"
48,43,Brewster,Texas,"29 48m 43.0192s N, 103 15m 6.32108s W"
72,83,Las Marías,Puerto Rico,"18 14m 13.5255s N, 66 59m 0.293997s W"
22,29,Concordia,Louisiana,"31 26m 45.0094s N, 91 38m 24.198s W"
48,193,Hamilton,Texas,"31 42m 17.291s N, 98 6m 38.6131s W"
20,3,Anderson,Kansas,"38 12m 51.1374s N, 95 17m 35.9827s W"
